Time,Instance Count (active),Instance Count (idle)
Thu Dec 07 2023 18:41:00 ,2,0
Thu Dec 07 2023 18:42:00 ,1,1
Thu Dec 07 2023 18:43:00 ,1,1
Thu Dec 07 2023 18:44:00 ,1,1
Thu Dec 07 2023 18:45:00 ,1,1
Thu Dec 07 2023 18:46:00 ,1,1
Thu Dec 07 2023 18:47:00 ,1,1
Thu Dec 07 2023 18:48:00 ,1,1
Thu Dec 07 2023 18:49:00 ,1,1
Thu Dec 07 2023 18:50:00 ,1,1
Thu Dec 07 2023 18:51:00 ,1,1
Thu Dec 07 2023 18:52:00 ,1,1
Thu Dec 07 2023 18:53:00 ,1,1
Thu Dec 07 2023 18:54:00 ,1,1
Thu Dec 07 2023 18:55:00 ,1,1
Thu Dec 07 2023 18:56:00 ,1,1
Thu Dec 07 2023 18:57:00 ,1,1
Thu Dec 07 2023 18:58:00 ,1,1
Thu Dec 07 2023 18:59:00 ,1,1
Thu Dec 07 2023 19:00:00 ,1,1
